"site","year","doy","t_mean"
"Bellay",1981,1,11.2364721298218
"Bellay",1981,2,32.6207966450602
"Bellay",1981,3,6.18015465326607
"Bellay",1981,4,0.942023294046521
"Bellay",1981,5,39.9964415375143
"Bellay",1981,6,38.9640608336776
"Bellay",1981,7,7.19739645719528
"Bellay",1981,8,38.5485003795475
"Bellay",1981,9,34.5767034590244
"Bellay",1981,10,5.97936578094959
"Bellay",1981,11,37.9446836467832
"Bellay",1981,12,27.5324929319322
"Bellay",1981,13,1.92478046752512
"Bellay",1981,14,36.2927060760558
"Bellay",1981,15,8.12191451899707
"Bellay",1981,16,7.5070549827069
"Bellay",1981,17,19.3264751043171
"Bellay",1981,18,14.6119304560125
"Bellay",1981,19,23.1001756619662
"Bellay",1981,20,4.83520924113691
"Bellay",1981,21,8.28416197560728
"Bellay",1981,22,21.5310080628842
"Bellay",1981,23,39.2598496284336
"Bellay",1981,24,20.4405957832932
"Bellay",1981,25,8.19929258897901
"Bellay",1981,26,28.4874314721674
"Bellay",1981,27,37.518779207021
"Bellay",1981,28,23.3013092074543
"Bellay",1981,29,1.26141112297773
"Bellay",1981,30,23.6504953447729
"Bellay",1981,31,38.6224848031998
"Bellay",1981,32,18.3464006427675
"Bellay",1981,33,12.6618280168623
"Bellay",1981,34,15.2636326663196
"Bellay",1981,35,37.7610915992409
"Bellay",1981,36,2.20895738340914
"Bellay",1981,37,5.50229234620929
"Bellay",1981,38,31.4148103259504
"Bellay",1981,39,24.3338655959815
"Bellay",1981,40,14.923974275589
"Bellay",1981,41,11.7177511472255
"Bellay",1981,42,27.2113278601319
"Bellay",1981,43,17.9410768765956
"Bellay",1981,44,4.03955794870853
"Bellay",1981,45,35.4562838003039
"Bellay",1981,46,34.2717344686389
"Bellay",1981,47,7.30292822234333
"Bellay",1981,48,29.7706559766084
"Bellay",1981,49,21.4508660323918
"Bellay",1981,50,7.79459653422236
"Bellay",1981,51,38.0642504710704
"Bellay",1981,52,3.72917167842388
"Bellay",1981,53,20.3250973857939
"Bellay",1981,54,1.05017135851085
"Bellay",1981,55,32.507841354236
"Bellay",1981,56,21.7113843932748
"Bellay",1981,57,31.135656889528
"Bellay",1981,58,20.960646206513
"Bellay",1981,59,18.2621551025659
"Bellay",1981,60,12.2024815250188
"Bellay",1981,61,6.36671947315335
"Bellay",1981,62,20.8520753122866
"Bellay",1981,63,5.27089982293546
"Bellay",1981,64,12.9970870912075
"Bellay",1981,65,31.2268278095871
"Bellay",1981,66,5.40350254625082
"Bellay",1981,67,20.8779284637421
"Bellay",1981,68,13.0822919029742
"Bellay",1981,69,17.8726740367711
"Bellay",1981,70,22.0589463599026
"Bellay",1981,71,25.7834710925817
"Bellay",1981,72,39.108259184286
"Bellay",1981,73,5.74060127139091
"Bellay",1981,74,19.2124981153756
"Bellay",1981,75,15.0847573950887
"Bellay",1981,76,36.4699296467006
"Bellay",1981,77,3.02011628635228
"Bellay",1981,78,2.16662271879613
"Bellay",1981,79,13.5201572906226
"Bellay",1981,80,21.5080967638642
"Bellay",1981,81,22.1534745488316
"Bellay",1981,82,14.0132057014853
"Bellay",1981,83,30.6112558860332
"Bellay",1981,84,36.9902204163373
"Bellay",1981,85,26.7295187152922
"Bellay",1981,86,23.7091194279492
"Bellay",1981,87,29.4855467323214
"Bellay",1981,88,18.7248372286558
"Bellay",1981,89,1.80600180290639
"Bellay",1981,90,31.8512335326523
"Bellay",1981,91,2.59777502156794
"Bellay",1981,92,16.8197536375374
"Bellay",1981,93,22.3265942186117
"Bellay",1981,94,20.5215492658317
"Bellay",1981,95,0.293809100985527
"Bellay",1981,96,30.0476857274771
"Bellay",1981,97,29.975281143561
"Bellay",1981,98,25.8196224737912
"Bellay",1981,99,9.81143346987665
"Bellay",1981,100,25.1640564575791
"Bellay",1981,101,21.5142387896776
"Bellay",1981,102,19.174769455567
"Bellay",1981,103,13.929436551407
"Bellay",1981,104,6.21225380338728
"Bellay",1981,105,29.0953328553587
"Bellay",1981,106,1.38790345750749
"Bellay",1981,107,30.6158377788961
"Bellay",1981,108,23.5563636478037
"Bellay",1981,109,11.7418217845261
"Bellay",1981,110,0.794148510321975
"Bellay",1981,111,15.9878574125469
"Bellay",1981,112,1.07289238832891
"Bellay",1981,113,10.737060662359
"Bellay",1981,114,26.9431910570711
"Bellay",1981,115,19.6929268166423
"Bellay",1981,116,12.9911565594375
"Bellay",1981,117,4.72551115788519
"Bellay",1981,118,21.2582540139556
"Bellay",1981,119,4.59712338633835
"Bellay",1981,120,38.1036286707968
"Bellay",1981,121,15.7540677394718
"Bellay",1981,122,37.4926315806806
"Bellay",1981,123,0.445593874901533
"Bellay",1981,124,2.62778178788722
"Bellay",1981,125,35.1633488480002
"Bellay",1981,126,2.24036606028676
"Bellay",1981,127,7.4680935498327
"Bellay",1981,128,22.2763606999069
"Bellay",1981,129,21.5461805555969
"Bellay",1981,130,4.89964093081653
"Bellay",1981,131,19.219057476148
"Bellay",1981,132,20.7863589562476
"Bellay",1981,133,28.6048548668623
"Bellay",1981,134,8.19481841288507
"Bellay",1981,135,7.36409489065409
"Bellay",1981,136,5.52852908149362
"Bellay",1981,137,27.5126570928842
"Bellay",1981,138,37.728362120688
"Bellay",1981,139,10.754270022735
"Bellay",1981,140,24.7966314852238
"Bellay",1981,141,36.4417885616422
"Bellay",1981,142,32.5526261143386
"Bellay",1981,143,23.6361750867218
"Bellay",1981,144,18.8716084137559
"Bellay",1981,145,4.42958473227918
"Bellay",1981,146,25.4170140065253
"Bellay",1981,147,7.75100417435169
"Bellay",1981,148,13.3546978607774
"Bellay",1981,149,3.49876614287496
"Bellay",1981,150,0.811100592836738
"Bellay",1981,151,16.5058202389628
"Bellay",1981,152,0.896225469186902
"Bellay",1981,153,27.7055423427373
"Bellay",1981,154,26.7075863759965
"Bellay",1981,155,13.3112726081163
"Bellay",1981,156,22.2924803290516
"Bellay",1981,157,9.07502886839211
"Bellay",1981,158,17.7968107629567
"Bellay",1981,159,32.070191912353
"Bellay",1981,160,8.20713867433369
"Bellay",1981,161,11.0481416340917
"Bellay",1981,162,6.05637680739164
"Bellay",1981,163,32.4949697125703
"Bellay",1981,164,21.3694956060499
"Bellay",1981,165,10.3527812939137
"Bellay",1981,166,35.923455376178
"Bellay",1981,167,7.37066507339478
"Bellay",1981,168,29.5552561152726
"Bellay",1981,169,8.72440562583506
"Bellay",1981,170,14.6141650248319
"Bellay",1981,171,16.851009959355
"Bellay",1981,172,21.5636594034731
"Bellay",1981,173,18.8049908448011
"Bellay",1981,174,20.6927882228047
"Bellay",1981,175,10.749939866364
"Bellay",1981,176,20.3295000549406
"Bellay",1981,177,9.6498073451221
"Bellay",1981,178,35.7703323662281
"Bellay",1981,179,36.6294208914042
"Bellay",1981,180,9.55981927923858
"Bellay",1981,181,20.8138326369226
"Bellay",1981,182,34.5010740030557
"Bellay",1981,183,8.09398491866887
"Bellay",1981,184,17.6183530688286
"Bellay",1981,185,13.9650579355657
"Bellay",1981,186,11.1669247224927
"Bellay",1981,187,36.3340571057051
"Bellay",1981,188,37.1019802521914
"Bellay",1981,189,33.6188371106982
"Bellay",1981,190,15.2057802677155
"Bellay",1981,191,25.8227349165827
"Bellay",1981,192,4.9819693993777
"Bellay",1981,193,16.3474137708545
"Bellay",1981,194,18.9673614408821
"Bellay",1981,195,22.4946392700076
"Bellay",1981,196,24.6111299470067
"Bellay",1981,197,32.3156695999205
"Bellay",1981,198,35.4115718696266
"Bellay",1981,199,0.603625681251287
"Bellay",1981,200,37.0745289698243
"Bellay",1981,201,26.4845871459693
"Bellay",1981,202,38.519635591656
"Bellay",1981,203,22.4832349270582
"Bellay",1981,204,26.1564872879535
"Bellay",1981,205,20.6067937612534
"Bellay",1981,206,7.59851803071797
"Bellay",1981,207,17.2889529448003
"Bellay",1981,208,30.0856383237988
"Bellay",1981,209,5.29352203942835
"Bellay",1981,210,4.74093896336854
"Bellay",1981,211,1.99864634312689
"Bellay",1981,212,34.8530427459627
"Bellay",1981,213,21.5021918993443
"Bellay",1981,214,34.0399622730911
"Bellay",1981,215,18.6189894471318
"Bellay",1981,216,23.8407978415489
"Bellay",1981,217,25.0668674707413
"Bellay",1981,218,24.6536847110838
"Bellay",1981,219,18.9971060212702
"Bellay",1981,220,25.2077732980251
"Bellay",1981,221,35.8061206806451
"Bellay",1981,222,30.3796455729753
"Bellay",1981,223,38.0357597768307
"Bellay",1981,224,7.28634600527585
"Bellay",1981,225,19.4847246911377
"Bellay",1981,226,14.2241569235921
"Bellay",1981,227,11.5364607982337
"Bellay",1981,228,35.2101382613182
"Bellay",1981,229,37.0162966754287
"Bellay",1981,230,15.271282531321
"Bellay",1981,231,21.5932320710272
"Bellay",1981,232,23.8216626644135
"Bellay",1981,233,22.9781964793801
"Bellay",1981,234,3.77456612884998
"Bellay",1981,235,5.70641258731484
"Bellay",1981,236,14.9018077738583
"Bellay",1981,237,22.8111755475402
"Bellay",1981,238,25.8410755638033
"Bellay",1981,239,13.3086693100631
"Bellay",1981,240,22.7602129336447
"Bellay",1981,241,8.40634212829173
"Bellay",1981,242,36.5732939168811
"Bellay",1981,243,31.5972786769271
"Bellay",1981,244,9.12604653276503
"Bellay",1981,245,36.878893179819
"Bellay",1981,246,3.47136265598238
"Bellay",1981,247,6.48946014232934
"Bellay",1981,248,22.2193115763366
"Bellay",1981,249,12.7979182638228
"Bellay",1981,250,27.8151962999254
"Bellay",1981,251,4.43412445485592
"Bellay",1981,252,39.7003833018243
"Bellay",1981,253,26.8551048822701
"Bellay",1981,254,26.2724456377327
"Bellay",1981,255,30.7690126728266
"Bellay",1981,256,26.9625153578818
"Bellay",1981,257,7.54555459134281
"Bellay",1981,258,9.08333122730255
"Bellay",1981,259,16.0463130753487
"Bellay",1981,260,15.8672034461051
"Bellay",1981,261,9.85352198593318
"Bellay",1981,262,25.4469189979136
"Bellay",1981,263,25.5236823111773
"Bellay",1981,264,17.8700548131019
"Bellay",1981,265,31.8640650715679
"Bellay",1981,266,31.729579269886
"Bellay",1981,267,1.4287647139281
"Bellay",1981,268,23.2903601508588
"Bellay",1981,269,38.2336967717856
"Bellay",1981,270,24.7495478857309
"Bellay",1981,271,19.1148023772985
"Bellay",1981,272,39.0289964526892
"Bellay",1981,273,18.6671744845808
"Bellay",1981,274,6.5711900126189
"Bellay",1981,275,13.9393402449787
"Bellay",1981,276,6.34282939136028
"Bellay",1981,277,35.9266774822026
"Bellay",1981,278,25.9501940850168
"Bellay",1981,279,2.99197525717318
"Bellay",1981,280,36.3918344117701
"Bellay",1981,281,25.3088871575892
"Bellay",1981,282,9.43445591256022
"Bellay",1981,283,15.4654912091792
"Bellay",1981,284,31.934489486739
"Bellay",1981,285,26.2798887584358
"Bellay",1981,286,18.7111029308289
"Bellay",1981,287,8.96344291977584
"Bellay",1981,288,22.9255999624729
"Bellay",1981,289,7.69990283064544
"Bellay",1981,290,0.376013154163957
"Bellay",1981,291,10.7006976380944
"Bellay",1981,292,17.6840096898377
"Bellay",1981,293,6.23484273441136
"Bellay",1981,294,34.0901990607381
"Bellay",1981,295,37.5292276404798
"Bellay",1981,296,7.47609269805253
"Bellay",1981,297,15.3988839779049
"Bellay",1981,298,25.0257683452219
"Bellay",1981,299,26.5359214879572
"Bellay",1981,300,27.5199218001217
"Bellay",1981,301,3.08909890241921
"Bellay",1981,302,15.0552997272462
"Bellay",1981,303,32.1016533859074
"Bellay",1981,304,1.05086551979184
"Bellay",1981,305,24.1352164186537
"Bellay",1981,306,28.8285336457193
"Bellay",1981,307,0.734146824106574
"Bellay",1981,308,6.47723169066012
"Bellay",1981,309,17.0415471866727
"Bellay",1981,310,9.29860504344106
"Bellay",1981,311,11.6050334833562
"Bellay",1981,312,27.8609626647085
"Bellay",1981,313,21.1417158599943
"Bellay",1981,314,20.8208521921188
"Bellay",1981,315,0.622525233775377
"Bellay",1981,316,15.2259629778564
"Bellay",1981,317,38.0737595818937
"Bellay",1981,318,20.6259857490659
"Bellay",1981,319,8.56399270705879
"Bellay",1981,320,9.09230502322316
"Bellay",1981,321,25.9444651287049
"Bellay",1981,322,27.6993784494698
"Bellay",1981,323,22.7693156339228
"Bellay",1981,324,14.2953166272491
"Bellay",1981,325,9.75293979980052
"Bellay",1981,326,30.0632705260068
"Bellay",1981,327,13.4254545811564
"Bellay",1981,328,19.0422277152538
"Bellay",1981,329,6.23000515624881
"Bellay",1981,330,8.84082491509616
"Bellay",1981,331,6.8328217510134
"Bellay",1981,332,16.4515903126448
"Bellay",1981,333,37.969921445474
"Bellay",1981,334,1.81855670176446
"Bellay",1981,335,8.0201528314501
"Bellay",1981,336,32.1480305865407
"Bellay",1981,337,27.6796494144946
"Bellay",1981,338,31.7252720613033
"Bellay",1981,339,0.285959178581834
"Bellay",1981,340,25.9628650266677
"Bellay",1981,341,33.5368526913226
"Bellay",1981,342,36.9572700001299
"Bellay",1981,343,23.298860611394
"Bellay",1981,344,20.6700303032994
"Bellay",1981,345,31.0028615035117
"Bellay",1981,346,38.5978334955871
"Bellay",1981,347,7.31041802093387
"Bellay",1981,348,4.65243209153414
"Bellay",1981,349,25.3095223382115
"Bellay",1981,350,16.1994074098766
"Bellay",1981,351,0.152558106929064
"Bellay",1981,352,32.9333368502557
"Bellay",1981,353,8.64756485447288
"Bellay",1981,354,32.7375893481076
"Bellay",1981,355,15.8367147948593
"Bellay",1981,356,24.4433331023902
"Bellay",1981,357,35.7778958790004
"Bellay",1981,358,37.8241528663784
"Bellay",1981,359,14.9523577839136
"Bellay",1981,360,33.3213801775128
"Bellay",1981,361,0.131969451904297
"Bellay",1981,362,31.624957555905
"Bellay",1981,363,26.4063540752977
"Bellay",1981,364,5.77278435230255
"Bellay",1981,365,38.0522664729506
"Bellay",1982,1,9.98283734545112
"Bellay",1982,2,28.0164382606745
"Bellay",1982,3,32.9426177032292
"Bellay",1982,4,8.09279453009367
"Bellay",1982,5,27.5067775230855
"Bellay",1982,6,4.69392492435873
"Bellay",1982,7,7.95706266537309
"Bellay",1982,8,18.7434105854481
"Bellay",1982,9,28.8123625330627
"Bellay",1982,10,29.0435725450516
"Bellay",1982,11,15.7917299959809
"Bellay",1982,12,32.9502935428172
"Bellay",1982,13,23.6903011240065
"Bellay",1982,14,33.4228066634387
"Bellay",1982,15,17.4276307877153
"Bellay",1982,16,33.220716798678
"Bellay",1982,17,29.9342291802168
"Bellay",1982,18,7.85552385263145
"Bellay",1982,19,17.3420704342425
"Bellay",1982,20,9.11010921001434
"Bellay",1982,21,5.89848303236067
"Bellay",1982,22,35.879890108481
"Bellay",1982,23,12.009638408199
"Bellay",1982,24,7.08315879106522
"Bellay",1982,25,24.1900498699397
"Bellay",1982,26,15.2621383778751
"Bellay",1982,27,9.76584275253117
"Bellay",1982,28,21.8643752578646
"Bellay",1982,29,18.493234841153
"Bellay",1982,30,26.2037992849946
"Bellay",1982,31,29.2403558921069
"Bellay",1982,32,22.0648960303515
"Bellay",1982,33,26.4670899230987
"Bellay",1982,34,3.52799031883478
"Bellay",1982,35,34.7132580075413
"Bellay",1982,36,23.6156295612454
"Bellay",1982,37,9.36865772120655
"Bellay",1982,38,29.4607672467828
"Bellay",1982,39,29.5324831362814
"Bellay",1982,40,14.9735267274082
"Bellay",1982,41,2.97972586937249
"Bellay",1982,42,8.73408135958016
"Bellay",1982,43,31.7230807151645
"Bellay",1982,44,0.713750533759594
"Bellay",1982,45,18.5793032124639
"Bellay",1982,46,28.6417740397155
"Bellay",1982,47,12.7785592805594
"Bellay",1982,48,14.7398536186665
"Bellay",1982,49,29.9114792607725
"Bellay",1982,50,26.6883666533977
"Bellay",1982,51,20.8192701544613
"Bellay",1982,52,15.5048912484199
"Bellay",1982,53,12.313027670607
"Bellay",1982,54,11.3200022466481
"Bellay",1982,55,38.020891295746
"Bellay",1982,56,8.44358615577221
"Bellay",1982,57,8.86016294360161
"Bellay",1982,58,30.24439426139
"Bellay",1982,59,28.7340739928186
"Bellay",1982,60,4.11714087240398
